"shortname","formalname"
ул,Академика Семёнова
пр-д,Врачебный
ул,Ставропольская
пер,Хользунова
ул,Зои и Александра Космодемьянских
проезд,Прудовой
ул,Илимская
ул,Краснохолмская Нижн.
ул,Снайперская
туп,Северный
нп,Николаевка
ул,Парковая 15-я
ул,Владимирская 3-я
пер,Тульский 1-й
ул,Хавская
ул,Соколиной Горы 5-я
ул,Велозаводская
ул,Камчатская
ул,Иркутская
ш.,Куркинское
ул,Пржевальского
км,МКАД 73-й
ул,Шипиловская
проезд,Угрешский 1-й
ул,Щипок
ул,Еланского
проезд,Боенский
км,Мжд Савеловское 10-й
проезд,Попов
ул,Даниловский Вал
пер,Харитоньевский Б.
пер,Звенигородский 2-й
наб,Подгорская
ул,Спартаковская
ул,Луиджи Лонго
ул,Туристская
пер,Ржевский М.
ул,Паперника
ул,Трудовая
ул,Машкова
пер,Троилинский
пер,Головановский
наб,Озерковская
ул,Трубная
проезд,Коллективный
ул,Академика Петровского
проезд,Девичьего Поля
ул,Кедровая
ул,Соколиной Горы 8-я
пл,Тверская Застава
пер,Смоленский 1-й
ул,Василисы Кожиной
проезд,Золоторожский
проезд,Иртышский 1-й
ул,Холмогорская
проезд,Карелин
ул,Весенняя
ул,Льва Толстого
км,Новорижское шоссе 22-й
пл,Журавлёва
ул,Маршала Конева
ул,Буженинова
пер,Старомонетный
ул,Неверовского
ул,Варваринская
ш,Энтузиастов
ул,Лечебная
ул,Чесменская
туп,Семинарский
ул,Жуковского
ул,Чертановская
проезд,Напольный
туп,Басманный
пер,Дорогобужский 2-й
пр-д,Вишнёвый
ул,Самеда Вургуна
пер,Можайский
аллея,Рассветная
пер,Журавлёв Нижн.
ул,Академическая Б.
ул,Академика Королева
ул,Квесисская 2-я
ул,Ямская 2-я
ул,Юннатов
просек,Поперечный
пл,Донская
туп,Трифоновский
ул,Тушинская
ул,Паршина
ул,Кадырова
пл,Хохловская
пер,Подушкинский
ул,Воронцовская
проезд,Грайвороновский 2-й
аллея,Маёвки Первой
ул,Флотская
пер,Коробейников
пер,Кондратьевский Б.
ул,Генерала Тюленева
проезд,Проектируемый 5265-й
проезд,Павелецкий 2-й
пер,Неопалимовский 3-й
пер,Дорогобужский 3-й
проезд,Светлогорский
ул,Академика Бочвара
пер,Просвирин
проезд,Кирова
ул,Лазенки 2-я
ул,Радужная
ул,Дворникова
ул,Севанская
ул,Осенняя
проезд,Берингов Н.
ул,Нововатутинская 4-я
ул,Школьная
ул,Автозаводская
пер,Крутицкий 2-й
ш.,Бесединское
пр-кт,Ветеранов
ул,Садовая-Спасская
ул,Молостовых
пер,Лихачёвский 3-й
ул,Слепнёва
ул,Мусы Джалиля
пл,Преображенская
пер,Лесной 2-й
ул,Народная
ул,Каретный Ряд
проезд,Войковский 4-й
пер,Казарменный
ул,Калитниковская Ср.
км,МКАД 3-й
пер,Несвижский
пер,Овчинниковский Б.
ул,Лобанова
проезд,Войковский 2-й
ал.,Архитектора Шехтеля
пл,Даниловская
ул,Космическая
ул,Тверская-Ямская 3-Я
проезд,Дмитровский
проезд,Мукомольный
ул,Батайская
ул,Майская
проезд,Авиамоторный
проезд,Вешняковский 1-й
туп,Хорошёвский
ул,Большая
км,Калужское шоссе 56-й (п Вороновское)
пл,Петровские Ворота
ул,Магнитогорская
км,Калужское шоссе 32-й (п Десеновское)
пер,Тепличный
ул,Молодцова
ул,Серова
ал.,Архитектора Клейна
ул,Потешная
ул,Барвихинская
проезд,Белокаменный 1-й
пер,Митинский 3-й
ш,Носовихинское
ул,Текстильщиков 11-я
км,Калужское шоссе 43-й (п Краснопахорское)
пр-д,Суздальский
проезд,Саратовский 1-й
ул,Константина Федина
пер,Тружеников 1-й
ул,Горбунова
пер,Рогачёвский
пер,Глебовский
проезд,Красноказарменный
пер,Петроверигский
ул,Кузнецкий Мост
ул,Чкалова (дп им Ларина)
км,Калужское шоссе 47-й (п Краснопахорское)
проезд,Железногорский
